symbol,scrape_timestamp,price,change_1d,volume,high_52w,low_52w,market_cap,pe_ratio,dividend_yield,consensus,target_price,upside_pct,rev_2021,rev_2022,rev_2023,rev_2024,rev_2025,rev_2026,rev_2027,ni_2021,ni_2022,ni_2023,ni_2024,ni_2025,ni_2026,ni_2027
ADH,2026-04-05T17:57:03.947918Z,31.7,,,,,2025.0,,,,40.9,29.02,1.197,1.378,2.134,2.979,2.66,4.255,7.021,-348.06,-467.84,264.28,70.34,-50.95,13.11,1.153
