timestamp,bid1_orders,bid2_orders,bid3_orders,bid4_orders,bid5_orders,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,bid1_price,bid2_price,bid3_price,bid4_price,bid5_price,ask1_price,ask2_price,ask3_price,ask4_price,ask5_price,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,ask1_orders,ask2_orders,ask3_orders,ask4_orders,ask5_orders
2026-04-16T18:48:50+01:00,1.0,1.0,10.0,1.0,3.0,465.0,150.0,530.0,400.0,50.0,700.2,700.1,700.0,698.1,698.0,705.0,707.9,708.0,708.9,709.0,959.0,50.0,959.0,100.0,45.0,3.0,1.0,1.0,1.0,3.0
2026-04-16T18:57:48+01:00,1.0,1.0,10.0,1.0,3.0,465.0,150.0,530.0,400.0,50.0,700.2,700.1,700.0,698.1,698.0,705.0,707.9,708.0,708.9,709.0,959.0,50.0,959.0,100.0,45.0,3.0,1.0,1.0,1.0,3.0
