symbol,scrape_timestamp,price,change_1d,volume,high_52w,low_52w,market_cap,pe_ratio,dividend_yield,consensus,target_price,upside_pct,rev_2020,rev_2021,rev_2022,rev_2023,rev_2024,rev_2025,rev_2026,rev_2027,ni_2020,ni_2021,ni_2024,ni_2025,ni_2026,ni_2027,pe_2025
CIH,2026-04-05T17:55:36.700789Z,364.5,,,,,2025.0,,,,459.5,26.06,2.76,3.107,3.518,4.468,4.74,5.423,5.936,6.108,80.66,603.0,875.9,1.089,1.16,1.234,13.6
