symbol,scrape_timestamp,identity_full_name,identity_ticker,identity_isin,identity_exchange,identity_sector,identity_currency,identity_url_code,price_last_price,price_last_date,price_change_1d,price_change_1w,price_change_1m,price_change_3m,price_change_6m,price_change_ytd,price_change_1y,price_volume,price_high_52w,price_low_52w,val_market_cap,val_enterprise_value,val_free_float_pct,val_pe_ratio,val_pe_ratio_next_year,val_ev_sales,val_dividend_yield,val_price_to_book,val_ev_ebitda,val_num_shares,cons_consensus,cons_num_analysts,cons_target_price_avg,cons_upside_pct
CSR,2026-04-05T17:48:38.334935Z,,CSR,,,,,COSUMAR-SA-41148813,192.0,,,,,,,,,,,,,,,,,,,,,,,,,
